"","Top.Module","Measure","Variables_Names"
"60","17_56_109","2350.10602181279","PctNegTradesWas__FirmReportedEarnings__BusExecLinkPropertyOverlapCount3"
"61","17_56_110","2350.10602181279","PctNegTradesWas__FirmReportedEarnings__BusExecLinkUtilityOverlapCount3"
"62","100_110_157","2166.70220188547","InquiryConsumerAddressSSN__BusExecLinkUtilityOverlapCount3__BusExecLinkAuthRepAddrOnFile"
"63","67_105_131_157","2007.68596616663","BankruptcyCount24Month__BusExecLinkPropertyOverlapCount2__AssociateBusinessCount__BusExecLinkAuthRepAddrOnFile"
"64","107_110","1967.45717957997","BusExecLinkUtilityOverlapCount2__BusExecLinkUtilityOverlapCount3"
"65","107_109","1967.45717957997","BusExecLinkUtilityOverlapCount2__BusExecLinkPropertyOverlapCount3"
"66","105_110","1967.45717957997","BusExecLinkPropertyOverlapCount2__BusExecLinkUtilityOverlapCount3"
"67","105_109","1967.45717957997","BusExecLinkPropertyOverlapCount2__BusExecLinkPropertyOverlapCount3"
"68","56_98_109","1944.2912354359","FirmReportedEarnings__InquiryConsumerAddress__BusExecLinkPropertyOverlapCount3"
"69","88_98_110","1938.89078724006","AssetWatercraftCount__InquiryConsumerAddress__BusExecLinkUtilityOverlapCount3"
"70","56_63_107_180","1914.84782611398","FirmReportedEarnings__SOSEverDefunct__BusExecLinkUtilityOverlapCount2__InputAddrType"
"71","56_105_107","1912.86612432124","FirmReportedEarnings__BusExecLinkPropertyOverlapCount2__BusExecLinkUtilityOverlapCount2"
"72","72_103_105","1891.27950976167","LienTimeNewest__BusExecLinkUtilityOverlapCount__BusExecLinkPropertyOverlapCount2"
"73","101_103_107","1891.27950976167","BusExecLinkPropertyOverlapCount__BusExecLinkUtilityOverlapCount__BusExecLinkUtilityOverlapCount2"
"74","87_103_107","1891.27950976167","AssetAircraftCount__BusExecLinkUtilityOverlapCount__BusExecLinkUtilityOverlapCount2"
"75","72_103_107","1891.27950976167","LienTimeNewest__BusExecLinkUtilityOverlapCount__BusExecLinkUtilityOverlapCount2"
"76","60_103_107","1891.27950976167","OrgAddrLegalEntityCount__BusExecLinkUtilityOverlapCount__BusExecLinkUtilityOverlapCount2"
"77","79_103_107","1891.27950976167","JudgmentTimeOldest__BusExecLinkUtilityOverlapCount__BusExecLinkUtilityOverlapCount2"
"78","2_103_105","1891.27950976167","PublicRecordsCount__BusExecLinkUtilityOverlapCount__BusExecLinkPropertyOverlapCount2"
"79","78_103_105","1891.27950976167","JudgmentTimeNewest__BusExecLinkUtilityOverlapCount__BusExecLinkPropertyOverlapCount2"
"80","65_103_107","1891.27950976167","BankruptcyCount__BusExecLinkUtilityOverlapCount__BusExecLinkUtilityOverlapCount2"
"81","79_103_105","1891.27950976167","JudgmentTimeOldest__BusExecLinkUtilityOverlapCount__BusExecLinkPropertyOverlapCount2"
"82","56_109_132","1870.49936148496","FirmReportedEarnings__BusExecLinkPropertyOverlapCount3__AssociateCityCount"
"83","64_103_110","1857.84996382581","SOSStateCount__BusExecLinkUtilityOverlapCount__BusExecLinkUtilityOverlapCount3"
"84","100_109_132","1826.41770376682","InquiryConsumerAddressSSN__BusExecLinkPropertyOverlapCount3__AssociateCityCount"
"85","67_107_157","1824.99982850257","BankruptcyCount24Month__BusExecLinkUtilityOverlapCount2__BusExecLinkAuthRepAddrOnFile"
"86","83_88_105_180","1765.26547788714","AssetPropertyStateCount__AssetWatercraftCount__BusExecLinkPropertyOverlapCount2__InputAddrType"
"87","56_83_105_132","1750.17829368033","FirmReportedEarnings__AssetPropertyStateCount__BusExecLinkPropertyOverlapCount2__AssociateCityCount"
"88","56_105_180","1672.91421962749","FirmReportedEarnings__BusExecLinkPropertyOverlapCount2__InputAddrType"
"89","18_84_110","1669.30150791746","PctNegTradesTotal__AssetPropertyLotSizeTotal__BusExecLinkUtilityOverlapCount3"
"90","4_67_83_109_178","1650.86930764322","RealEstateBalance__BankruptcyCount24Month__AssetPropertyStateCount__BusExecLinkPropertyOverlapCount3__BusFEINPersonPhoneOverlap"
"91","1_105_107","1636.35800436027","DisputedAccountsExcluded__BusExecLinkPropertyOverlapCount2__BusExecLinkUtilityOverlapCount2"
"92","88_98_105","1623.68365986055","AssetWatercraftCount__InquiryConsumerAddress__BusExecLinkPropertyOverlapCount2"
"93","56_98_105","1619.53275657867","FirmReportedEarnings__InquiryConsumerAddress__BusExecLinkPropertyOverlapCount2"
"94","67_87_109_178","1602.99291544412","BankruptcyCount24Month__AssetAircraftCount__BusExecLinkPropertyOverlapCount3__BusFEINPersonPhoneOverlap"
"95","56_107_132","1564.91932330194","FirmReportedEarnings__BusExecLinkUtilityOverlapCount2__AssociateCityCount"
"96","67_105_132","1527.34486445383","BankruptcyCount24Month__BusExecLinkPropertyOverlapCount2__AssociateCityCount"
"97","41_46_105","1525.75877479622","FS13__FS27__BusExecLinkPropertyOverlapCount2"
"98","88_99_110","1514.27885449855","AssetWatercraftCount__InquiryConsumerPhone__BusExecLinkUtilityOverlapCount3"
"99","88_99_109","1514.27885449855","AssetWatercraftCount__InquiryConsumerPhone__BusExecLinkPropertyOverlapCount3"
"100","14_100_110","1505.58796939642","SatisfactoryAccounts__InquiryConsumerAddressSSN__BusExecLinkUtilityOverlapCount3"
