DealID,WO.count,DisputedAccountsExcluded,PublicRecordsCount2,InstallmentBalance2,RealEstateBalance2,RevolvingBalance2,PastDueAmount2,MonthlyPayment2,RealEstatePayment2,RevolvingAvailablePercent2,TotalInquiries2,InquiriesDuringLast6Months2,TotalTradeItems2,PaidAccounts2,SatisfactoryAccounts2,NowDelinquentDerog2,PctNegTradesNow2,PctNegTradesWas2,PctNegTradesTotal2,WasDelinquentDerog2,OldesttradeopenYearsAgo2,DelinquenciesOver30Days2,DelinquenciesOver60Days2,DelinquenciesOver90Days2,DerogCounter2,SocialCount2,AddressCount2,SSN.years.ago2,FICO2.SCORE2,VantageScore3.SCORE2,TIB2,SSN.Missing,FICO700,FS1,FS2,FS3,FS4,FS9,FS10,FS11,FS12,FS13,FS16,FS17,FS19,FS20,FS27
93110,0,0,2,3,0,1,1,2,0,1,1,1,1,0,0,1,2,1,1,1,0,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
94212,0,0,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95076,0,0,0,3,2,2,0,2,2,1,2,1,2,2,2,0,0,1,1,2,2,1,0,0,0,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95407,1,0,0,2,2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,2,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95463,1,0,2,2,0,0,1,0,0,0,1,0,1,0,0,2,2,1,2,2,0,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95619,0,0,0,2,0,2,0,2,0,1,1,1,2,2,2,0,0,1,1,2,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
95679,0,0,2,2,2,2,1,2,2,1,0,1,2,2,2,2,1,1,1,2,2,1,1,2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
95692,0,0,1,2,0,1,0,2,0,1,1,1,2,2,2,0,0,1,1,2,1,1,1,1,2,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
95769,0,0,0,3,0,2,0,1,0,1,2,2,2,1,2,0,0,1,1,1,1,1,0,0,0,1,1,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
95822,1,0,1,3,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
95931,0,0,0,3,2,2,0,2,2,0,1,2,2,2,2,0,0,1,1,2,2,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
95947,1,0,1,2,0,1,0,1,0,1,0,1,1,0,1,0,0,2,1,2,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95995,0,0,0,2,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
96021,0,0,0,2,2,1,2,1,1,1,0,0,2,2,2,1,1,1,1,2,2,2,2,1,2,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
96050,1,0,0,2,0,1,0,1,0,1,2,2,2,0,0,0,0,2,2,2,1,1,1,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96074,0,0,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
96142,0,0,1,2,2,1,0,1,1,1,0,0,2,1,2,0,0,1,1,2,2,1,0,1,1,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96223,0,0,0,2,2,2,0,2,2,1,2,2,2,2,2,0,0,1,1,2,1,1,0,0,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96231,1,0,2,2,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,2,0,0,0,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96265,0,0,1,2,0,1,0,2,0,1,0,1,2,2,2,0,0,1,1,2,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96273,0,0,0,3,2,1,0,2,1,1,0,1,2,2,2,0,0,0,0,0,2,0,0,0,0,1,1,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96303,0,0,0,2,0,2,0,1,0,1,1,2,2,2,2,0,0,1,1,2,1,0,2,1,2,2,2,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
96305,0,0,0,2,0,2,0,1,0,1,2,2,2,2,2,0,0,1,1,2,1,0,2,1,2,2,2,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
96312,0,0,0,2,0,2,0,1,0,1,2,2,2,2,2,0,0,1,1,2,1,0,2,1,2,2,2,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
96320,0,0,0,3,0,1,1,2,0,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
96337,0,0,0,3,2,2,0,2,2,1,1,2,2,2,2,0,0,1,1,2,2,1,2,1,0,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
96369,0,0,0,2,2,2,0,2,1,1,1,1,2,1,2,0,0,1,1,2,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
96373,0,0,0,3,0,1,1,2,0,1,1,1,2,1,2,1,1,1,1,2,1,1,0,0,0,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96428,0,0,0,3,2,2,0,2,2,1,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,2,1,2,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
96472,0,0,0,3,2,2,0,2,1,1,1,1,2,1,2,0,0,0,0,0,2,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
96487,0,0,0,2,0,2,0,2,0,1,0,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96511,0,0,2,2,0,1,1,2,0,1,1,1,2,1,1,2,2,1,1,1,0,1,1,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96535,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
96579,0,0,2,3,2,0,1,2,1,0,2,2,1,1,0,1,2,2,2,2,1,2,1,0,2,2,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
96593,0,0,0,2,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,2,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96602,0,0,0,2,0,1,0,1,0,1,0,1,2,2,2,0,0,1,1,2,1,1,1,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96654,0,0,0,2,0,2,1,2,0,1,0,1,2,2,2,1,1,1,1,2,2,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96656,0,0,1,2,0,1,1,0,0,0,0,1,0,0,0,1,2,1,2,1,0,1,0,0,2,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
96673,0,0,2,2,0,1,1,0,0,1,0,1,1,1,0,1,1,2,2,2,1,1,0,0,2,1,0,1,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
96713,0,0,1,3,2,2,1,2,2,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
96739,1,0,1,3,2,1,0,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,0,0,1,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
96769,1,0,0,2,0,1,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0
96782,0,0,1,3,0,1,0,2,0,1,2,1,2,2,2,0,0,2,1,2,2,1,2,2,2,1,1,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96797,0,0,2,3,0,1,0,2,0,1,1,1,2,2,2,0,0,2,1,2,1,1,0,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96815,1,0,0,2,0,1,1,2,0,1,2,1,2,1,2,2,1,1,1,2,2,1,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
96827,0,0,0,3,0,1,1,1,0,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
96834,0,0,1,3,0,1,0,2,0,1,0,0,2,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
96843,0,0,0,3,0,2,0,2,0,1,2,1,2,2,2,0,0,0,0,0,2,0,0,0,0,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96851,0,0,0,3,2,2,0,2,1,1,1,0,2,2,2,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96873,1,0,2,2,2,1,1,1,2,1,2,1,2,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
96882,0,0,0,3,0,1,1,2,0,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96890,0,0,0,3,2,2,2,2,1,0,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
96911,0,0,1,2,0,2,1,2,0,1,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96936,0,0,0,2,0,1,0,2,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
96942,0,0,0,2,2,1,1,0,1,1,0,1,2,1,1,1,1,1,1,2,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
96967,0,0,2,0,0,1,1,0,0,1,0,0,2,1,0,1,1,2,1,2,1,2,1,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
96979,1,0,0,2,0,2,2,1,0,1,1,1,2,2,2,2,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
97001,0,0,0,2,2,2,0,2,1,1,1,1,2,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
97007,0,0,2,3,0,1,1,2,0,1,2,1,2,2,2,1,1,2,1,2,1,2,2,2,2,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97010,0,0,1,2,0,1,2,0,0,0,0,1,2,0,0,2,2,1,2,1,1,1,2,2,2,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
97057,0,0,1,3,2,2,0,2,2,1,2,2,2,2,2,0,0,1,1,2,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97072,1,0,0,3,0,1,1,2,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
97073,1,0,0,3,2,1,0,2,2,1,1,1,2,1,2,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97075,0,0,0,3,0,2,0,2,0,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
97098,0,0,1,2,0,2,1,1,0,1,0,1,1,0,1,1,2,0,1,0,2,1,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
97109,0,0,0,3,2,2,1,2,1,1,0,1,2,1,2,1,1,0,1,0,1,0,0,0,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97122,1,0,2,2,0,1,2,1,0,0,1,1,2,1,1,2,2,1,2,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97132,1,0,1,3,2,2,0,2,1,1,2,2,2,1,2,0,0,1,1,2,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
97139,0,0,0,2,2,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
97145,0,0,0,2,0,2,0,2,0,1,0,1,2,1,2,0,0,1,1,2,1,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
97157,0,0,0,2,2,2,2,2,2,1,0,0,2,2,2,1,1,1,1,2,2,2,2,2,2,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
97161,1,0,0,2,2,2,2,2,1,0,1,1,2,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
97178,0,0,0,3,2,2,0,2,2,1,0,1,2,2,2,0,0,1,1,2,2,1,1,0,0,1,0,1,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
97244,0,0,2,3,0,0,1,2,0,1,1,1,2,2,2,2,1,1,1,2,2,1,1,2,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
97260,0,0,0,2,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97270,1,0,0,3,2,2,0,2,1,1,2,2,2,2,2,0,0,1,1,1,2,1,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97272,0,0,2,3,0,1,1,0,0,1,1,1,2,1,2,2,2,1,1,2,1,1,1,0,2,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
97318,1,0,0,3,0,1,1,2,0,1,2,1,2,0,1,1,1,1,1,2,1,1,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97322,0,0,2,2,0,1,1,2,0,1,0,1,2,0,1,1,1,2,1,2,2,2,1,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
97326,0,0,0,3,2,1,0,2,1,1,1,1,2,2,2,0,0,1,1,2,2,1,0,0,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
97390,0,0,0,3,0,1,1,2,0,1,2,2,2,0,1,1,1,1,1,1,0,1,0,0,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
97415,0,0,0,3,0,1,0,2,0,1,2,2,2,1,2,0,0,0,0,0,2,0,0,0,0,2,2,2,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
97436,1,0,1,3,0,2,0,2,0,1,2,2,2,2,2,0,0,1,1,2,2,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
97460,0,0,0,2,2,1,2,2,1,1,0,1,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
97466,1,0,0,2,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
97467,1,0,0,3,0,1,1,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,2,2,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
97469,0,0,0,3,0,1,0,2,0,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
97496,0,0,0,3,1,2,0,2,1,1,0,1,2,2,2,0,0,1,1,2,2,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97507,0,0,0,3,0,2,2,2,0,1,2,1,2,1,2,2,2,0,1,0,0,1,1,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
97532,0,0,0,2,0,2,1,1,0,1,1,0,2,2,2,1,1,1,1,2,2,1,1,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
97533,0,0,1,2,2,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97540,0,0,0,2,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
97550,0,0,0,3,0,2,1,2,0,1,2,2,2,2,2,1,1,1,1,2,1,1,0,0,1,2,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97583,1,0,0,2,2,2,2,1,2,1,1,1,2,0,0,2,2,1,2,2,2,2,2,2,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97598,0,0,0,3,2,2,0,2,2,1,1,1,2,1,2,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
97625,0,0,0,0,2,2,0,2,1,1,1,1,2,2,2,0,0,1,1,2,2,1,1,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97634,1,0,0,3,0,1,0,2,0,1,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
97646,0,0,1,3,2,2,2,1,2,1,0,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
97659,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
97701,0,0,2,2,0,1,1,2,0,0,0,1,2,1,2,1,1,1,1,2,2,0,0,2,2,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
97715,1,0,0,2,0,1,1,0,0,0,0,1,2,1,1,2,2,1,2,1,2,1,1,1,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97720,0,0,0,2,0,1,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
97736,0,0,0,3,0,1,1,2,0,1,2,2,2,2,2,1,1,1,1,1,1,1,1,0,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97740,1,0,0,3,2,1,1,2,1,0,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
97741,1,0,0,3,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
97745,0,0,0,0,2,2,0,2,2,1,0,1,2,2,2,0,0,1,1,1,2,0,0,0,1,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97801,1,0,0,3,2,1,1,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,0,1,1,2,2,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
97813,0,0,0,0,2,2,0,2,2,1,1,2,2,2,2,0,0,1,1,1,2,1,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
97821,0,0,0,3,2,2,0,2,1,1,1,1,2,2,2,0,0,1,1,2,2,1,0,0,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97832,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
97850,0,0,2,2,0,0,1,0,0,0,0,1,2,1,0,1,2,2,2,2,2,1,1,2,2,0,2,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
97863,0,0,0,2,0,1,1,1,0,1,1,1,2,1,1,1,1,1,1,2,1,1,0,1,2,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
97922,0,0,0,3,2,2,0,2,2,1,2,1,2,2,2,0,0,1,1,2,2,2,1,0,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
97947,0,1,0,3,0,2,0,2,0,1,2,1,2,2,2,0,0,0,0,0,2,0,0,0,0,1,0,1,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
97984,1,0,0,3,2,1,0,2,2,1,2,2,2,2,2,0,0,1,1,2,1,1,1,0,0,2,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
98019,1,0,0,0,0,2,0,2,0,1,1,1,2,2,2,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
98032,0,0,1,2,0,2,2,2,0,1,0,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
98045,0,0,0,2,0,1,2,2,0,0,1,1,2,0,0,2,2,2,2,2,0,1,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98062,0,0,2,2,0,1,1,0,0,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
98078,0,0,0,2,0,2,2,2,0,1,0,1,2,1,1,1,1,1,1,2,1,1,1,2,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
98093,0,0,0,2,2,2,1,2,1,1,0,1,2,2,2,1,1,1,1,2,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98096,0,0,0,3,0,2,0,2,0,1,2,2,2,2,2,0,0,1,1,2,2,1,0,0,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
98102,1,0,0,2,2,2,0,1,1,1,0,0,2,1,2,0,0,1,1,2,1,1,0,0,1,0,0,1,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
